time,open,high,low,close,tick_volume
2024-07-04 18:45:00,1.08121,1.08122,1.08111,1.08114,55
2024-07-04 19:00:00,1.08114,1.08123,1.08113,1.08116,63
2024-07-04 19:15:00,1.08116,1.08119,1.08114,1.08116,58
2024-07-04 19:30:00,1.08116,1.08124,1.08115,1.08121,57
2024-07-04 19:45:00,1.08121,1.08128,1.08118,1.08123,69
2024-07-04 20:00:00,1.08123,1.08127,1.0812,1.0812599999999999,56
2024-07-04 20:15:00,1.08125,1.08133,1.08123,1.0812599999999999,74
2024-07-04 20:30:00,1.0812599999999999,1.0812599999999999,1.08114,1.08116,52
2024-07-04 20:45:00,1.08115,1.08125,1.08091,1.08095,128
2024-07-04 21:00:00,1.08097,1.08113,1.08087,1.08093,132
2024-07-04 21:15:00,1.08092,1.08113,1.08085,1.0811,171
2024-07-04 21:30:00,1.08108,1.08115,1.08089,1.08103,244
2024-07-04 21:45:00,1.08106,1.08108,1.08076,1.08108,247
2024-07-04 22:00:00,1.08111,1.08129,1.081,1.08103,128
2024-07-04 22:15:00,1.08104,1.08107,1.08097,1.08103,115
2024-07-04 22:30:00,1.08103,1.08114,1.08098,1.0811,83
2024-07-04 22:45:00,1.0811,1.08112,1.08105,1.08109,41
2024-07-04 23:00:00,1.08111,1.08113,1.08101,1.08107,70
2024-07-04 23:15:00,1.08109,1.08111,1.08099,1.08099,87
2024-07-04 23:30:00,1.08097,1.08101,1.08091,1.08094,94
2024-07-04 23:45:00,1.08093,1.08102,1.08092,1.081,79
2024-07-05 00:00:00,1.08101,1.08129,1.08097,1.08112,227
2024-07-05 00:15:00,1.08112,1.0814,1.08109,1.08138,228
2024-07-05 00:30:00,1.08138,1.0817,1.08136,1.08167,284
2024-07-05 00:45:00,1.08167,1.08175,1.08134,1.08142,278
2024-07-05 01:00:00,1.0814,1.08166,1.08134,1.08162,217
2024-07-05 01:15:00,1.08162,1.08176,1.08149,1.08154,219
2024-07-05 01:30:00,1.08154,1.08165,1.08134,1.0815,245
2024-07-05 01:45:00,1.0815,1.0817,1.08144,1.08155,199
2024-07-05 02:00:00,1.08155,1.08156,1.08136,1.0815,181
2024-07-05 02:15:00,1.0815,1.08171,1.08144,1.08169,156
2024-07-05 02:30:00,1.08168,1.08168,1.08153,1.08161,169
2024-07-05 02:45:00,1.08161,1.08177,1.08154,1.08176,146
2024-07-05 03:00:00,1.08175,1.08213,1.08171,1.0818699999999999,254
2024-07-05 03:15:00,1.0818699999999999,1.08238,1.08181,1.08235,310
2024-07-05 03:30:00,1.08235,1.0824,1.08216,1.08217,215
2024-07-05 03:45:00,1.08217,1.08221,1.08197,1.08215,181
2024-07-05 04:00:00,1.08215,1.08215,1.08193,1.082,224
2024-07-05 04:15:00,1.08199,1.08207,1.08197,1.08205,150
2024-07-05 04:30:00,1.08205,1.08209,1.08197,1.08209,160
2024-07-05 04:45:00,1.08209,1.08222,1.08202,1.08217,162
2024-07-05 05:00:00,1.08217,1.08217,1.08196,1.08196,163
2024-07-05 05:15:00,1.08196,1.08202,1.08186,1.08192,167
2024-07-05 05:30:00,1.08192,1.08208,1.08188,1.08193,148
2024-07-05 05:45:00,1.08193,1.08221,1.08193,1.08211,179
2024-07-05 06:00:00,1.08211,1.08233,1.08201,1.08212,337
2024-07-05 06:15:00,1.08212,1.08235,1.08201,1.08216,332
2024-07-05 06:30:00,1.08218,1.08254,1.08215,1.08235,324
2024-07-05 06:45:00,1.08235,1.08238,1.08182,1.0819,404
2024-07-05 07:00:00,1.0819,1.08243,1.0816,1.08229,514
2024-07-05 07:15:00,1.08229,1.0824799999999999,1.082,1.08231,535
2024-07-05 07:30:00,1.08231,1.08274,1.08211,1.08263,459
2024-07-05 07:45:00,1.08264,1.08298,1.08241,1.08288,411
2024-07-05 08:00:00,1.08286,1.08286,1.08239,1.08255,531
2024-07-05 08:15:00,1.08255,1.08263,1.08223,1.08258,425
2024-07-05 08:30:00,1.08258,1.08298,1.08246,1.08292,284
2024-07-05 08:45:00,1.08293,1.08302,1.0827,1.08276,305
2024-07-05 09:00:00,1.08276,1.08289,1.08257,1.08286,311
2024-07-05 09:15:00,1.08286,1.08304,1.08258,1.08267,329
2024-07-05 09:30:00,1.08266,1.08295,1.08257,1.08267,322
2024-07-05 09:45:00,1.08268,1.08278,1.08251,1.08262,311
2024-07-05 10:00:00,1.08261,1.08286,1.08236,1.08283,316
2024-07-05 10:15:00,1.08283,1.08313,1.08253,1.08253,340
2024-07-05 10:30:00,1.08253,1.08264,1.08234,1.08245,332
2024-07-05 10:45:00,1.08245,1.08246,1.08217,1.08241,330
2024-07-05 11:00:00,1.08242,1.0825,1.08202,1.08228,308
2024-07-05 11:15:00,1.08228,1.08237,1.08198,1.08215,328
2024-07-05 11:30:00,1.08216,1.08224,1.08197,1.08219,275
2024-07-05 11:45:00,1.08219,1.08223,1.08181,1.08186,346
2024-07-05 12:00:00,1.08188,1.08249,1.08186,1.0824799999999999,421
2024-07-05 12:15:00,1.08249,1.08272,1.0823,1.08247,568
2024-07-05 12:30:00,1.08249,1.08412,1.08012,1.08321,2992
